token,value_shap,value_lime,cosine_similarity,pearson_correlation,js_divergence
I,"[0.0930083279963582, -0.0163045632652938, -0.0267389781074598, -0.0761401353374822, 0.0160424219211563, -0.0237689232453703, -0.0149648180231451, -0.0738719129003584, -0.0431825636187568, -0.0558597282506525, -0.0205711241578683, -0.0750789252924732, -0.0065338962594978, -0.0268205435713753, -0.0753216379089281, 0.0411194206099025, -0.1029864735901355, -0.0431823733961209, -0.0568640994315501, -0.013795021106489, 0.0015983197372406, 0.0001625013246666, -0.008438054981525, -0.04412223235704, -0.0689135671127587, 0.0426652127644047, -0.0216002794913947, -0.0089279181556776, -0.0037829026114195, 0.0108792604878544, 0.018208100576885, 0.030724600655958, -0.1451993340160697, 0.0033042902359738, -0.0396268088370561, -0.041857544099912, -0.0173121294938027, -0.0350593550829216, -0.0171154091949574, -0.0281500816927291, 0.0142828579992055, -0.0558522648061625, -0.0450523239560425, -0.0434380529914051, -0.0811418320517987, -0.070976031711325, -0.0427405662485398, -0.0565892474842257, -0.052073826547712, -0.0254459280986338, -0.0897295234026387, 9.718281216919422e-05, -0.0120631450263317, -0.0217050225182902, -0.0155375360045582, -0.011001732898876, -0.0660119722015224, -0.0023794320295564, -0.0132212700555101, 0.0070591756957583, -0.0308301429904531, -0.0435957734007388, -0.0080622830428183, 0.003979708373663, -0.1136124355252832, -0.1939800835680216, -0.0326580847613513, 0.0087870991555973, -0.0458408771082758, -0.0195861660176888, -0.0182347146910615, -0.0057538393884897, 0.034560807980597, -0.0109303989447653, -0.0464550610631704, 0.0228097022045403, -0.1306800034362822, 0.0253069012542255, -0.0036763194948434, -0.0670680478215217, -0.0614150030305609, -0.1288663323794026, 0.0034698589006438, -0.020657236513216, -0.0438243083190172, -0.0365740455454215, -0.0223431913182139, -0.0447818447719328, -0.0382381113013252, -0.104295564815402, -0.0368572040461003, 0.0067964890040457, -0.0458325041690841]","[-0.0162733164580547, -0.0332528049899584, 0.0173453531477008, 0.0101219438399244, -0.0005643353331098, -0.0005643353331098, 0.0325798689715429, 0.0370615213725297, 0.0001595356315515, 0.0106885891059597, 0.0221335724834623, 0.0724599478498863, 0.0109711540330856, 0.0109711540330856, 0.049471218718854, 0.0826391143015278, 0.0147505164306237, -0.0172115812985233, 0.0085597281423524, 0.0294664883457832, -0.0459826963592948, -0.0459826963592948, -0.0459826963592948, -0.0384128703285169, 0.0164925845339856, 0.005333368324725, -0.010957157178421, -0.0047128618896974, 0.0555633692626153, 0.0044426052009659, -0.0130264762120844, 0.0375053655547305, -0.0518820133718874, 0.0217725405518706, -0.0029111142818168, -0.0423946549925012, -0.0361374463790241, -0.005208873602249, -0.005208873602249, -0.0032301315290154, 0.0466338096204146, 0.0114001246240946, 0.0114001246240946, 0.0232050902478109, -0.0302786169333616, -0.0954356529555264, 0.0393684812308184, 0.0406108623080894, -0.0011957669746517, 0.0642439955645353, -0.0317314912564632, 0.006952347642885, 0.006952347642885, 0.006952347642885, 0.006952347642885, 0.0105096298636601, -0.0519585669197994, 0.0153740066967704, 0.0153740066967704, 0.0864974671457841, 0.0864974671457841, -0.0511190283109549, -0.0104438462265546, -0.0238881891672699, -0.0538773283181934, -0.0259347434087768, -0.0074556190395744, -0.0074556190395744, -0.0662503951156834, -0.0215175687543261, 0.000955622172717, 0.0194319952468397, 0.0194319952468397, -0.00822670696195, -0.00822670696195, 0.0962447865884972, 0.0401589995003506, 0.0474785085960975, 0.0474785085960975, -0.0162545061011131, 0.0693344062522078, -0.0436457003814327, -0.0024597821338715, -0.0117939016465363, -0.0117939016465363, 0.0310669716652246, -0.0307920876686612, -0.0248537454050936, -0.0248537454050936, -0.0006508620177406, -0.0321340582149119, 0.0555078369803248, -0.0030202603121989]",0.14853809753270644,0.25845854562346154,0.15263199573547917
IEDs,[0.0493077824357897],[0.0193632383263275],1.0,,0.0
If,[-0.0851344483089633],[-0.0020412006297686],1.0,,0.0
In,"[0.0200814353302121, -0.0617441968061029]","[-0.0321886052829838, -0.0068630747458223]",-0.1041870717254447,-1.0,0.8325546111576977
India,"[0.0143554029637016, 0.2041599751682952, -0.0104897079290822, 0.1123075559735298]","[-0.0128626589882809, 0.1785670404530505, -0.0265798828208047, 0.0666590704317276]",0.9770050494426652,0.9926388024571494,0.053229849786558606
Indian,"[-0.051343526574783, 0.0850170004705432, -0.0270302845165133, 0.0661064916639588]","[-0.0041432286083204, 0.0360009351483614, -0.0181848025347989, 0.0393348675213007]",0.921100274134536,0.9269776691240167,0.2651519069473457
Indians,[0.4047470070654526],[0.0555401097151037],1.0,,0.0
Indonesia,[0.0546291060745716],[0.0569725708408824],1.0,,0.0
Iranian,[0.0115067723672837],[-0.0749935631683497],-1.0,,0.0
Iraq,[0.0781240896903909],[0.0048298022357411],1.0,,0.0
Iraqi,[-0.1038662482751533],[-0.0257831165153181],1.0,,0.0
Ireland,[-0.0607540940400213],[0.0750650565829382],-1.0,,0.0
Irish,[0.0549833987606689],[0.0655037606314676],1.0,,0.0
Islam,"[0.0664768908172845, 0.1634553747717291, 0.0298101919761393, 0.181501283776015, 0.073917651316151]","[-0.0221886681141155, 0.0348874992321657, 0.0982401016156293, 0.1027480432553565, 0.0725845702294345]",0.712328708301651,0.12237657071734469,0.33715091144552134
Israeli,"[-0.0927277840673923, -0.0687008474487811, 0.1721300189383328]","[-0.1373840424520479, -0.0286863687303563, -0.0553580627280238]",0.16571813130984095,0.35981343820539585,0.3831632254844678
It,"[0.0513402971555478, -0.019235391402617, 0.0424964801059104, -0.0230930948164314, 0.0349722766550257, 0.0256272543920204, 0.1212533884681761, 0.011050626533688, 0.0982442713575437, -0.005652347637806, 0.114302248111926, 0.0336354138562455, 0.1612502662464976, 0.0747937826672568, -0.0257094916887581, 0.0420679844683036, 0.0975114616448991, -0.0273736133822239, -0.0137829819577746, 0.000113982707262, 0.0590054981876164, 0.0472663333639502, 0.0185999734094366, 0.0126771403010934]","[-0.0229249058601426, 0.0222261401466363, 0.0567302790064549, -0.0464999716899731, 0.0053402909768124, 0.0006212811081828, 0.0669672509971636, -0.0056315892416642, 0.0608794073811545, 0.0047865023027696, -0.0216758624686934, 0.0148998374433975, 0.1560870975701816, 0.0499858095848993, -0.0074733028765584, 0.0948536960159002, 0.0865898641739177, -0.011099968251609, 0.0719683957000101, 0.0193781117186877, 0.1575521536087168, 0.0382592794341492, -0.0085821795209182, 0.022686148580975]",0.7046778784145991,0.5601437762585251,0.25911337862889844
Italian,"[0.0673989171627909, 0.0049625632818788, 0.0250185264740139, -0.0171611889963969]","[0.0665684861974704, -0.031985683229664, 0.0777918667840352, 0.0608404670362982]",0.5725086709915267,0.32122086842874675,0.4210366279075124
Italians,"[0.1311718052020296, 0.0236064486671239]","[0.0461256971815199, 0.0108783774999963]",0.9985665478823417,1.0,0.03595603904214325
Its,[0.0199679480283521],[0.0440198217183811],1.0,,0.0
Jack,[-0.0726071869721636],[-0.0745004416555054],1.0,,0.0
Jafari,[0.0956319500110112],[0.045935797686002],1.0,,0.0
Jamal,"[0.2700130314915441, 0.1504001149442047, 0.1745005096308887, 0.2467014209832996]","[0.1227692343490385, 0.0592415674231805, 0.1611115740614787, 0.0794519764144227]",0.9210135206174266,0.11085252084377743,0.14272269266616625
James,"[0.0221389112994074, 0.0207898542284965]","[0.015378279671228, 0.0261758223826671]",0.9594826031522137,-1.0,0.10385434628548802
Japanese,"[0.1119307258632034, 0.0034098185133188]","[0.0671218791184964, -0.0034030938485619]",0.9967122998979329,1.0,0.10176769160939035
Jay,[0.0170334794092923],[0.0031519762268927],1.0,,0.0
Jazz,[-0.0779000518959946],[0.0006760268911013],-1.0,,0.0
Jewish,"[0.0074033243581652, 0.0672332908725366, 0.1457879885565489, -0.0410244707018137, 0.0339049507165327, 0.0784175085718743]","[0.0225129752117135, 0.052962163319105, 0.0247428071420213, -0.0380415337314545, 0.0261764803102654, 0.014294453317081]",0.7385935311064699,0.6134173509443269,0.16621595320213087
Jews,"[0.381807746947743, 0.2838334169937297, 0.1792252382729202]","[0.1148059238542617, 0.3174646209422586, 0.1164654413557809]",0.852729053771327,0.011782936965367983,0.19769735862248464
Jihad,"[0.077644782140851, 0.1221680357120931, 0.0422866699518635, 0.208468503318727, 0.1752774470951408, 0.335388770326972]","[0.0358012909387079, -0.07155114767378, -0.0915737297416036, 0.1162857322488403, 0.207018294591472, 0.2414657316336233]",0.7997059916370596,0.8376757240623587,0.21725770988761908
Jim,[-0.042628320865333],[-0.0374781333008747],1.0,,0.0
Joe,[-0.013277479680255],[-0.0282397680168302],1.0,,0.0
John,[0.0121147725731134],[-0.0086249050911514],-1.0,,0.0
Jordan,"[-0.0402244974975474, 0.0160566103004384]","[-0.0402071208935005, 0.024863085078191]",0.9848956000171921,1.0,0.0
Jose,[0.0378548114094883],[0.0611822097896156],1.0,,0.0
Journalists,[0.0032841976499184],[0.0069236229659365],1.0,,0.0
Julius,[0.0031135972822085],[0.0150878015488201],1.0,,0.0
Kenya,[-0.0157395922578871],[-0.0109242112720902],1.0,,0.0
Kenyan,"[0.0343107086373493, 0.0297796631348319, 0.0685623098397627, -0.1151547115878202]","[0.1099087914444165, 0.0414069205510344, 0.1540579015381791, -0.072836407929423]",0.8178960827265437,0.9484842847775232,0.06864938801098569
Kosovar,"[0.0402763237361796, 3.090105019509792e-05]","[-0.0011529701205554, -0.0310675749023861]",-0.03785284423211614,1.0,0.01630245315898473
Kristy,[0.1130911391228437],[0.0327933299593689],1.0,,0.0
Kyle,[0.1601739786565303],[0.0913914819381347],1.0,,0.0
LGBTQ,"[-0.0179041642695665, 0.0285745656583458, -0.1009403217467479, -0.0017012385069392, -0.047838982893154, -0.0279706346336752, 0.085400158772245, 0.0861282828118419, -0.0402504147205036]","[0.0734805597758497, -0.0494006738455311, -0.0821039017107401, -0.0422789952512149, -0.0249806171998139, 0.0063203641516143, 0.0047189728506249, 0.0184745539680057, 0.0055405069144231]",0.3639198183247722,0.3583729052436039,0.22258172841427457
Laborers,[0.160384802147746],[0.1005268500193541],1.0,,0.0
Ladies,[-0.0062228976748883],[0.0506834049812587],-1.0,,0.0
Laotian,[0.1754829986020922],[-0.0150435226543546],-1.0,,0.0
Latinos,[0.1952483167406171],[0.1731967338456714],1.0,,0.0
Laundry,[-0.2023024333320791],[-0.0212912166985213],1.0,,0.0
LeShawn,[0.1497311639832332],[0.0675070596625547],1.0,,0.0
Lebanon,"[-0.0656361562432721, 0.0170800441410392]","[-0.0079278936067248, 0.0675400146470413]",0.3629417925524903,1.0,0.0
Lebron,[0.0507072846521623],[0.0327280171533297],1.0,,0.0
Lee,[0.0300335072679445],[0.0623441902672622],1.0,,0.0
Leonean,"[0.0027523539029061, 0.0762859908863902]","[0.1394237778064467, 0.0996786244016674]",0.6105394648920139,-1.0,0.45063892555366347
Lesbians,"[0.4287745878100395, 0.2621028837747872]","[0.2989851521707372, 0.1100271479278365]",0.9808429747151289,1.0,0.08351928320276243
Let,[-0.0138886561617255],[-0.0377386711432813],1.0,,0.0
Liberian,"[-0.0420947936363518, 0.1109271559398621, 0.2047484868671745]","[0.013408201499285, 0.0492265970046466, 0.1357205741842634]",0.9525927703186874,0.9314628593594636,0.1775190211283063
Liberians,[0.025543462135829],[-0.0095279083493164],-1.0,,0.0
Life,[-0.0802128237555734],[0.0033234323831018],-1.0,,0.0
Ling,[0.0964307375252246],[0.023483475473787],1.0,,0.0
Lisa,[-0.0266805884893983],[0.0187501428722187],-1.0,,0.0
Living,[-0.0633935314253903],[0.012317890644676],-1.0,,0.0
MS,[0.0109134782105684],[0.0198074285090357],1.0,,0.0
Malian,[0.3893756624311209],[0.1684405648758761],1.0,,0.0
Manuel,[0.0238942618016153],[0.0379791393236248],1.0,,0.0
Many,"[-0.2404913257923908, -0.0270051070983754, -0.083953674591612, -0.2037590576801449, -0.0986155715072527, -0.0764596398221328, -0.1131939286133274, -0.0370600764290429, -0.1315758594428189, -0.0025094654956774, -0.1130998214939609, -0.1239558436791412]","[-0.1375959750676982, -0.0316249385628046, -0.0393914841985331, -0.1054912457404767, -0.0734690323349233, -0.0289919438243566, -0.0611765903319282, 0.0248038055049689, -0.0853144988860645, -0.0268612616810673, -0.0625203150030065, -0.0298732923863713]",0.952656897229088,0.8608495946906128,0.08243298449060427
Marie,[0.0190637200139462],[0.0292338062637033],1.0,,0.0
Marquis,[0.0194607088342309],[-0.0073945031900866],-1.0,,0.0
Martha,[0.0853647831827402],[0.0559902860339269],1.0,,0.0
Mathematics,[0.0963048534977133],[0.1158988908595158],1.0,,0.0
Mauritanian,"[0.165472712367773, 0.0326521676033735, 0.1764360629022121]","[0.168391986790595, 0.0406324074377764, 0.0722535450507153]",0.9154603781976989,0.6403564300081975,0.15970141883807507
Mauritian,"[-0.0124630741775035, 0.1213446455076336, 0.1138247838243842]","[0.0055225697216236, 0.0043332870018274, 0.1042323141251911]",0.7069123325861839,0.4468063961341227,0.4151425783837773
McDonald,[-0.1231642650964204],[-0.0765583240356819],1.0,,0.0
Men,"[0.2716825567185879, 0.3130762204527855, 0.0582561055198311]","[0.1018594382839772, 0.1324420956709655, -0.1213711751922672]",0.7179980270146867,0.9991452412797208,0.18022051866721722
Mexican,"[0.030380870681256, 0.1070978351635858, 0.0351253838744014, 0.1177265585865825, 0.0525827686069533, 0.0494063522201031, 0.0324373880866915, -0.0164306254591792, 0.0905890892026946, 0.0190766034356784, -0.0199953682895284]","[0.0173475159317137, 0.0345703447397373, 0.0062319510956165, 0.0976951161238547, 0.0892226453927272, 0.056112273127305, 0.074326596836641, -0.053267642653815, 0.0376515753101174, 0.0014163055067654, 0.0225371854429083]",0.7945384390049808,0.6232674005275494,0.21841349899019374
Mexicans,[0.1454034100170247],[0.1094679782040215],1.0,,0.0
Mexico,[0.009558958816342],[0.0143034382441129],1.0,,0.0
Middle,"[0.043636541464366, 0.1172582749277353, 0.0950865340419113]","[-0.003429367686524, 0.0862846903242521, 0.1057685145120852]",0.9332595528726754,0.8933885924146674,0.26020417522105327
Minnesota,[-0.0474647439550608],[-0.0382919306956306],1.0,,0.0
Minorities,[0.2160146976530086],[0.101911820620345],1.0,,0.0
Mississippi,"[-0.01643574424088, -0.0107805638835998]","[-0.0487674779280283, 0.0011815006412027]",0.8226445802284915,1.0,0.0
Mohammed,"[0.064339620352257, -0.0405340456636622, -0.0375967580330325, 0.1375857994426041, 0.0068388633662834, 0.0277596329688094, 0.0074186394922435, -0.0007244705921038, -0.0460171122103929, -0.0292511229345109]","[-0.0640316129008526, -0.0954031246072255, -0.0954031246072255, 0.1077873205704113, -0.0449434924152323, 0.0875712555527942, -0.022064253321475, 0.0211065654694897, -0.0111785939218814, 0.0604312822045918]",0.49547057404232503,0.5173951121793218,0.3400421319571206
Mongolian,[0.035156444995664],[0.0165569198703412],1.0,,0.0
Morocco,[0.1106764284777455],[0.0201628561758841],1.0,,0.0
Most,"[-0.0621670027903746, -0.0709582851268351, -0.1055496913613751, -0.0672598302626283, -0.038399331504479, -0.0479449388221837, -0.0282520222244784]","[-0.013321787966908, -0.001711240350551, 0.0027496565952614, 0.018624209816171, -0.0057888443947858, -0.0163107182016228, 0.0353107853257715]",-0.07532778513752551,0.2099132795732631,0.41482246006872725
Mr,[0.0524142009671777],[0.0676518837028491],1.0,,0.0
Musicians,[0.0694211188383633],[0.0426238541581261],1.0,,0.0
Muslim,"[-0.0779522747034207, 0.205200448341202, 0.0674813883379101, 0.0637273835018277, 0.574930171482265, 0.0947570548160001, 0.1954117901623249]","[-0.0156738891206493, 0.0417045908109305, 0.0324357685292302, -0.0082112749725952, 0.339024123045118, 0.0162241285294847, 0.1747606660918057]",0.9517732737087286,0.9305791376105992,0.20335990965696102
Muslims,"[0.2954604912083596, 0.1571527735795825, 0.279783379053697, 0.195526332128793, 0.206703579518944]","[-0.0038831441166014, 0.143219462100071, 0.1035397639282733, 0.0921903528583721, -0.0220844873133014]",0.6106364152498771,-0.4293254272725973,0.3797623055180253
My,"[-0.0354337529279291, -0.0304419493477325, -0.0512842033058404, 0.0484039178118109, -0.0338494271272793, 0.0013541679945774, -0.0598251027986407, -0.0375403599391575, -0.059387334738858, -0.033165675093187, -0.0487692703027278, -0.0145772048272192, -0.1003873653098708, 0.0204375116154551, -0.0641878761816769, -0.0354983207653276, -0.0532958098920062, -0.0244723780779168, -0.0478338757529854, -0.0085471481434069, -0.0166203602217137, -0.0422077743569389, -0.0076638619648292, -0.0766797263058833, -0.0734865086851641, -0.0338873222499387, -0.0221227507572621, 0.0164089750032871, -0.0685403773095458, -0.0122921165311709, -0.0041707621421664, -0.093615474703256, -0.0566763720416929, -0.0381422922946512, -0.0445866379886865, -0.0070623875362798, -0.0603367346338927, -0.0745596885681152, -0.0173003934323787, -0.0041460832580924, -0.0516208700137212, -0.0451548916753381, -0.0403711670369375, -0.0085113911191001, -0.0560288788983598, -0.0527934664860367, -0.0695022204890847, 0.0130811884300783, -0.0432634612079709, 0.0036591762909665, 0.0284040747210383, -0.0248333384806755, -0.0651861260121222, -0.0125468089245259, -0.0276368836639449, -0.0605907404242316, -0.004910819028737, -0.0101601235801354]","[0.0172479996014227, 0.0172479996014227, -0.0718334460882181, -0.0317546609476606, -0.0194232240650778, 0.0379816690510278, -0.0423062861766707, -0.0162593824233691, -0.0420148210417752, 0.0027015145061923, -0.0208007924819995, -0.0322011983303696, -0.0165097302070472, -0.0403976744098117, 0.0079759171188088, -0.002433372460759, 0.0096801712238466, -0.0333956075319101, -0.0130984118895699, -0.0215907998454496, 0.0020382700577748, -0.028737119429059, -0.0462453775922101, -0.0002401504935249, -0.0304246833599569, -0.0355248868474202, 0.0205276262007955, 0.044676472008205, -0.0112554010919244, 0.0306504127274674, 0.0045063169150496, -0.0355253306426089, 0.027073390227049, 0.0088834261244019, -0.0022740170633103, 0.0067890187396306, -0.0446665944345234, -0.0847024742133461, -0.0258238996989788, -0.0020218730450945, 0.019877147089111, -0.0448331438647875, -0.0064107975735394, 0.0075383558014176, 0.0006573100436272, -0.0244084395607215, -0.0130291902564909, -0.0116657692513235, 0.0584354655695821, -0.0219757138130246, 0.0332123879235157, 0.0098517375214521, -0.010214533841545, 0.0459514403494707, 0.0036027952240416, -0.0097475974585704, -0.0032273832518906, -0.009990374392685]",0.38038117691133355,0.25769051251111874,0.19425533288595181
Myanmar,"[0.131740856450051, 0.012589942663908]","[0.1550260422805301, 0.0851471612008761]",0.9183179979278705,1.0,0.23425158630415335
NFL,[-0.0133919273648643],[-0.0206460969074406],1.0,,0.0
Namibian,[0.071826695697382],[0.0166393074892478],1.0,,0.0
Native,[0.0620240230346098],[-0.025998489684058],-1.0,,0.0
Nebraska,[-0.033703408895235],[-0.0254441105523831],1.0,,0.0
Nepali,"[-0.0480831651948392, 0.0828071146388538]","[0.0178481766592854, 0.011625363755394]",0.05121843206840365,-1.0,0.5271232104657354
Netherlands,[0.0125863205757923],[0.0444833864886624],1.0,,0.0
New,"[-0.0005362493684515, -0.0237267122138291]","[0.0242446945605164, 0.0191901293410663]",-0.6381902089723432,1.0,0.4299690913287389
Nigerian,"[0.0571341488976031, -0.0857958174310624, 0.0471679533366113, 0.0475988145917654, 0.2131128464825451, 0.0628530191606842]","[0.0063515934757034, -0.0923771403084002, 0.1616957760286173, 0.0566833035947415, 0.1991836124790054, -0.0140879101495977]",0.8495709634245565,0.803235677178681,0.14198336041363802
